#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
ASM15162v1	na	NW_004597426.1	BABH01074315.1	GPS_001628318.1
ASM15162v1	na	NW_004597427.1	BABH01074314.1	GPS_001628319.1
ASM15162v1	na	NW_004597428.1	BABH01074313.1	GPS_001628320.1
ASM15162v1	na	NW_004597429.1	BABH01074312.1	GPS_001628321.1
ASM15162v1	na	NW_004597430.1	BABH01074311.1	GPS_001628322.1
ASM15162v1	na	NW_004597431.1	BABH01074310.1	GPS_001628323.1
ASM15162v1	na	NW_004597432.1	BABH01074309.1	GPS_001628324.1
ASM15162v1	na	NW_004597433.1	BABH01074308.1	GPS_001628325.1
ASM15162v1	na	NW_004597434.1	BABH01074307.1	GPS_001628326.1
ASM15162v1	na	NW_004597435.1	BABH01074306.1	GPS_001628327.1
ASM15162v1	na	NW_004597436.1	BABH01074305.1	GPS_001628328.1
ASM15162v1	na	NW_004597437.1	BABH01074304.1	GPS_001628329.1
ASM15162v1	na	NW_004597438.1	BABH01074303.1	GPS_001628330.1
ASM15162v1	na	NW_004597439.1	BABH01074302.1	GPS_001628331.1
ASM15162v1	na	NW_004597440.1	BABH01074301.1	GPS_001628332.1
ASM15162v1	na	NW_004597441.1	BABH01074300.1	GPS_001628333.1
ASM15162v1	na	NW_004597442.1	BABH01074299.1	GPS_001628334.1
ASM15162v1	na	NW_004597443.1	BABH01074298.1	GPS_001628335.1
ASM15162v1	na	NW_004597444.1	BABH01074297.1	GPS_001628336.1
ASM15162v1	na	NW_004597445.1	BABH01074296.1	GPS_001628337.1
ASM15162v1	na	NW_004597446.1	BABH01074295.1	GPS_001628338.1
ASM15162v1	na	NW_004597447.1	BABH01074294.1	GPS_001628339.1
ASM15162v1	na	NW_004597448.1	BABH01074293.1	GPS_001628340.1
ASM15162v1	na	NW_004597449.1	BABH01074292.1	GPS_001628341.1
ASM15162v1	na	NW_004597450.1	BABH01074291.1	GPS_001628342.1
ASM15162v1	na	NW_004597451.1	BABH01074290.1	GPS_001628343.1
ASM15162v1	na	NW_004597452.1	BABH01074289.1	GPS_001628344.1
ASM15162v1	na	NW_004597453.1	BABH01074288.1	GPS_001628345.1
ASM15162v1	na	NW_004597454.1	BABH01074287.1	GPS_001628346.1
ASM15162v1	na	NW_004597455.1	BABH01074286.1	GPS_001628347.1
ASM15162v1	na	NW_004597456.1	BABH01074285.1	GPS_001628348.1
ASM15162v1	na	NW_004597457.1	BABH01074284.1	GPS_001628349.1
ASM15162v1	na	NW_004597458.1	BABH01074283.1	GPS_001628350.1
ASM15162v1	na	NW_004597459.1	BABH01074282.1	GPS_001628351.1
ASM15162v1	na	NW_004597460.1	BABH01074281.1	GPS_001628352.1
ASM15162v1	na	NW_004597461.1	BABH01074280.1	GPS_001628353.1
ASM15162v1	na	NW_004597462.1	BABH01074279.1	GPS_001628354.1
ASM15162v1	na	NW_004597463.1	BABH01074278.1	GPS_001628355.1
ASM15162v1	na	NW_004597464.1	BABH01074277.1	GPS_001628356.1
ASM15162v1	na	NW_004597465.1	BABH01074276.1	GPS_001628357.1
ASM15162v1	na	NW_004597466.1	BABH01074275.1	GPS_001628358.1
ASM15162v1	na	NW_004597467.1	BABH01074274.1	GPS_001628359.1
ASM15162v1	na	NW_004597468.1	BABH01074273.1	GPS_001628360.1
ASM15162v1	na	NW_004597469.1	BABH01074272.1	GPS_001628361.1
ASM15162v1	na	NW_004597470.1	BABH01074271.1	GPS_001628362.1
ASM15162v1	na	NW_004597471.1	BABH01074270.1	GPS_001628363.1
ASM15162v1	na	NW_004597472.1	BABH01074269.1	GPS_001628364.1
ASM15162v1	na	NW_004597473.1	BABH01074268.1	GPS_001628365.1
ASM15162v1	na	NW_004597474.1	BABH01074267.1	GPS_001628366.1
ASM15162v1	na	NW_004597475.1	BABH01074266.1	GPS_001628367.1
ASM15162v1	na	NW_004597476.1	BABH01074265.1	GPS_001628368.1
ASM15162v1	na	NW_004597477.1	BABH01074264.1	GPS_001628369.1
ASM15162v1	na	NW_004597478.1	BABH01074263.1	GPS_001628370.1
ASM15162v1	na	NW_004597479.1	BABH01074262.1	GPS_001628371.1
ASM15162v1	na	NW_004597480.1	BABH01074261.1	GPS_001628372.1
ASM15162v1	na	NW_004597481.1	BABH01074260.1	GPS_001628373.1
ASM15162v1	na	NW_004597482.1	BABH01074259.1	GPS_001628374.1
ASM15162v1	na	NW_004597483.1	BABH01074258.1	GPS_001628375.1
ASM15162v1	na	NW_004597484.1	BABH01074257.1	GPS_001628376.1
ASM15162v1	na	NW_004597485.1	BABH01074256.1	GPS_001628377.1
ASM15162v1	na	NW_004597486.1	BABH01074255.1	GPS_001628378.1
ASM15162v1	na	NW_004597487.1	BABH01074254.1	GPS_001628379.1
ASM15162v1	na	NW_004597488.1	BABH01074253.1	GPS_001628380.1
ASM15162v1	na	NW_004597489.1	BABH01074252.1	GPS_001628381.1
ASM15162v1	na	NW_004597490.1	BABH01074251.1	GPS_001628382.1
ASM15162v1	na	NW_004597491.1	BABH01074250.1	GPS_001628383.1
ASM15162v1	na	NW_004597492.1	BABH01074249.1	GPS_001628384.1
ASM15162v1	na	NW_004597493.1	BABH01074248.1	GPS_001628385.1
ASM15162v1	na	NW_004597494.1	BABH01074247.1	GPS_001628386.1
ASM15162v1	na	NW_004597495.1	BABH01074246.1	GPS_001628387.1
ASM15162v1	na	NW_004597496.1	BABH01074245.1	GPS_001628388.1
ASM15162v1	na	NW_004597497.1	BABH01074244.1	GPS_001628389.1
ASM15162v1	na	NW_004597498.1	BABH01074243.1	GPS_001628390.1
ASM15162v1	na	NW_004597499.1	BABH01074242.1	GPS_001628391.1
ASM15162v1	na	NW_004597500.1	BABH01074241.1	GPS_001628392.1
ASM15162v1	na	NW_004597501.1	BABH01074240.1	GPS_001628393.1
ASM15162v1	na	NW_004597502.1	BABH01074239.1	GPS_001628394.1
ASM15162v1	na	NW_004597503.1	BABH01074238.1	GPS_001628395.1
ASM15162v1	na	NW_004597504.1	BABH01074237.1	GPS_001628396.1
ASM15162v1	na	NW_004597505.1	BABH01074236.1	GPS_001628397.1
ASM15162v1	na	NW_004597506.1	BABH01074235.1	GPS_001628398.1
ASM15162v1	na	NW_004597507.1	BABH01074234.1	GPS_001628399.1
ASM15162v1	na	NW_004597508.1	BABH01074233.1	GPS_001628400.1
ASM15162v1	na	NW_004597509.1	BABH01074232.1	GPS_001628401.1
ASM15162v1	na	NW_004597510.1	BABH01074231.1	GPS_001628402.1
ASM15162v1	na	NW_004597511.1	BABH01074230.1	GPS_001628403.1
ASM15162v1	na	NW_004597512.1	BABH01074229.1	GPS_001628404.1
ASM15162v1	na	NW_004597513.1	BABH01074228.1	GPS_001628405.1
ASM15162v1	na	NW_004597514.1	BABH01074227.1	GPS_001628406.1
ASM15162v1	na	NW_004597515.1	BABH01074226.1	GPS_001628407.1
ASM15162v1	na	NW_004597516.1	BABH01074225.1	GPS_001628408.1
ASM15162v1	na	NW_004597517.1	BABH01074224.1	GPS_001628409.1
ASM15162v1	na	NW_004597518.1	BABH01074223.1	GPS_001628410.1
ASM15162v1	na	NW_004597519.1	BABH01074222.1	GPS_001628411.1
ASM15162v1	na	NW_004597520.1	BABH01074221.1	GPS_001628412.1
ASM15162v1	na	NW_004597521.1	BABH01074220.1	GPS_001628413.1
ASM15162v1	na	NW_004597522.1	BABH01074219.1	GPS_001628414.1
ASM15162v1	na	NW_004597523.1	BABH01074218.1	GPS_001628415.1
ASM15162v1	na	NW_004597524.1	BABH01074217.1	GPS_001628416.1
ASM15162v1	na	NW_004597525.1	BABH01074216.1	GPS_001628417.1
ASM15162v1	na	NW_004597526.1	BABH01074215.1	GPS_001628418.1
ASM15162v1	na	NW_004597527.1	BABH01074214.1	GPS_001628419.1
ASM15162v1	na	NW_004597528.1	BABH01074213.1	GPS_001628420.1
ASM15162v1	na	NW_004597529.1	BABH01074212.1	GPS_001628421.1
ASM15162v1	na	NW_004597530.1	BABH01074211.1	GPS_001628422.1
ASM15162v1	na	NW_004597531.1	BABH01074210.1	GPS_001628423.1
ASM15162v1	na	NW_004597532.1	BABH01074209.1	GPS_001628424.1
ASM15162v1	na	NW_004597533.1	BABH01074208.1	GPS_001628425.1
ASM15162v1	na	NW_004597534.1	BABH01074207.1	GPS_001628426.1
ASM15162v1	na	NW_004597535.1	BABH01074206.1	GPS_001628427.1
ASM15162v1	na	NW_004597536.1	BABH01074205.1	GPS_001628428.1
ASM15162v1	na	NW_004597537.1	BABH01074204.1	GPS_001628429.1
ASM15162v1	na	NW_004597538.1	BABH01074203.1	GPS_001628430.1
ASM15162v1	na	NW_004597539.1	BABH01074202.1	GPS_001628431.1
ASM15162v1	na	NW_004597540.1	BABH01074201.1	GPS_001628432.1
ASM15162v1	na	NW_004597541.1	BABH01074200.1	GPS_001628433.1
ASM15162v1	na	NW_004597542.1	BABH01074199.1	GPS_001628434.1
ASM15162v1	na	NW_004597543.1	BABH01074198.1	GPS_001628435.1
ASM15162v1	na	NW_004597544.1	BABH01074197.1	GPS_001628436.1
ASM15162v1	na	NW_004597545.1	BABH01074196.1	GPS_001628437.1
ASM15162v1	na	NW_004597546.1	BABH01074195.1	GPS_001628438.1
ASM15162v1	na	NW_004597547.1	BABH01074194.1	GPS_001628439.1
ASM15162v1	na	NW_004597548.1	BABH01074193.1	GPS_001628440.1
ASM15162v1	na	NW_004597549.1	BABH01074192.1	GPS_001628441.1
ASM15162v1	na	NW_004597550.1	BABH01074191.1	GPS_001628442.1
ASM15162v1	na	NW_004597551.1	BABH01074190.1	GPS_001628443.1
ASM15162v1	na	NW_004597552.1	BABH01074189.1	GPS_001628444.1
ASM15162v1	na	NW_004597553.1	BABH01074188.1	GPS_001628445.1
ASM15162v1	na	NW_004597554.1	BABH01074187.1	GPS_001628446.1
ASM15162v1	na	NW_004597555.1	BABH01074186.1	GPS_001628447.1
ASM15162v1	na	NW_004597556.1	BABH01074185.1	GPS_001628448.1
ASM15162v1	na	NW_004597557.1	BABH01074184.1	GPS_001628449.1
ASM15162v1	na	NW_004597558.1	BABH01074183.1	GPS_001628450.1
ASM15162v1	na	NW_004597559.1	BABH01074182.1	GPS_001628451.1
ASM15162v1	na	NW_004597560.1	BABH01074181.1	GPS_001628452.1
ASM15162v1	na	NW_004597561.1	BABH01074180.1	GPS_001628453.1
ASM15162v1	na	NW_004597562.1	BABH01074179.1	GPS_001628454.1
ASM15162v1	na	NW_004597563.1	BABH01074178.1	GPS_001628455.1
ASM15162v1	na	NW_004597564.1	BABH01074177.1	GPS_001628456.1
ASM15162v1	na	NW_004597565.1	BABH01074176.1	GPS_001628457.1
ASM15162v1	na	NW_004597566.1	BABH01074175.1	GPS_001628458.1
ASM15162v1	na	NW_004597567.1	BABH01074174.1	GPS_001628459.1
ASM15162v1	na	NW_004597568.1	BABH01074173.1	GPS_001628460.1
ASM15162v1	na	NW_004597569.1	BABH01074172.1	GPS_001628461.1
ASM15162v1	na	NW_004597570.1	BABH01074171.1	GPS_001628462.1
ASM15162v1	na	NW_004597571.1	BABH01074170.1	GPS_001628463.1
ASM15162v1	na	NW_004597572.1	BABH01074169.1	GPS_001628464.1
ASM15162v1	na	NW_004597573.1	BABH01074168.1	GPS_001628465.1
ASM15162v1	na	NW_004597574.1	BABH01074167.1	GPS_001628466.1
ASM15162v1	na	NW_004597575.1	BABH01074166.1	GPS_001628467.1
ASM15162v1	na	NW_004597576.1	BABH01074165.1	GPS_001628468.1
ASM15162v1	na	NW_004597577.1	BABH01074164.1	GPS_001628469.1
ASM15162v1	na	NW_004597578.1	BABH01074163.1	GPS_001628470.1
ASM15162v1	na	NW_004597579.1	BABH01074162.1	GPS_001628471.1
ASM15162v1	na	NW_004597580.1	BABH01074161.1	GPS_001628472.1
ASM15162v1	na	NW_004597581.1	BABH01074160.1	GPS_001628473.1
ASM15162v1	na	NW_004597582.1	BABH01074159.1	GPS_001628474.1
ASM15162v1	na	NW_004597583.1	BABH01074158.1	GPS_001628475.1
ASM15162v1	na	NW_004597584.1	BABH01074157.1	GPS_001628476.1
ASM15162v1	na	NW_004597585.1	BABH01074156.1	GPS_001628477.1
ASM15162v1	na	NW_004597586.1	BABH01074155.1	GPS_001628478.1
ASM15162v1	na	NW_004597587.1	BABH01074154.1	GPS_001628479.1
ASM15162v1	na	NW_004597588.1	BABH01074153.1	GPS_001628480.1
ASM15162v1	na	NW_004597589.1	BABH01074152.1	GPS_001628481.1
ASM15162v1	na	NW_004597590.1	BABH01074151.1	GPS_001628482.1
ASM15162v1	na	NW_004597591.1	BABH01074150.1	GPS_001628483.1
ASM15162v1	na	NW_004597592.1	BABH01074149.1	GPS_001628484.1
ASM15162v1	na	NW_004597593.1	BABH01074148.1	GPS_001628485.1
ASM15162v1	na	NW_004597594.1	BABH01074147.1	GPS_001628486.1
ASM15162v1	na	NW_004597595.1	BABH01074146.1	GPS_001628487.1
ASM15162v1	na	NW_004597596.1	BABH01074145.1	GPS_001628488.1
ASM15162v1	na	NW_004597597.1	BABH01074144.1	GPS_001628489.1
ASM15162v1	na	NW_004597598.1	BABH01074143.1	GPS_001628490.1
ASM15162v1	na	NW_004597599.1	BABH01074142.1	GPS_001628491.1
ASM15162v1	na	NW_004597600.1	BABH01074141.1	GPS_001628492.1
ASM15162v1	na	NW_004597601.1	BABH01074140.1	GPS_001628493.1
ASM15162v1	na	NW_004597602.1	BABH01074139.1	GPS_001628494.1
ASM15162v1	na	NW_004597603.1	BABH01074138.1	GPS_001628495.1
ASM15162v1	na	NW_004597604.1	BABH01074137.1	GPS_001628496.1
ASM15162v1	na	NW_004597605.1	BABH01074136.1	GPS_001628497.1
ASM15162v1	na	NW_004597606.1	BABH01074135.1	GPS_001628498.1
ASM15162v1	na	NW_004597607.1	BABH01074134.1	GPS_001628499.1
ASM15162v1	na	NW_004597608.1	BABH01074133.1	GPS_001628500.1
ASM15162v1	na	NW_004597609.1	BABH01074132.1	GPS_001628501.1
ASM15162v1	na	NW_004597610.1	BABH01074131.1	GPS_001628502.1
ASM15162v1	na	NW_004597611.1	BABH01074130.1	GPS_001628503.1
ASM15162v1	na	NW_004597612.1	BABH01074129.1	GPS_001628504.1
ASM15162v1	na	NW_004597613.1	BABH01074128.1	GPS_001628505.1
ASM15162v1	na	NW_004597614.1	BABH01074127.1	GPS_001628506.1
ASM15162v1	na	NW_004597615.1	BABH01074126.1	GPS_001628507.1
ASM15162v1	na	NW_004597616.1	BABH01074125.1	GPS_001628508.1
ASM15162v1	na	NW_004597617.1	BABH01074124.1	GPS_001628509.1
ASM15162v1	na	NW_004597618.1	BABH01074123.1	GPS_001628510.1
ASM15162v1	na	NW_004597619.1	BABH01074122.1	GPS_001628511.1
ASM15162v1	na	NW_004597620.1	BABH01074121.1	GPS_001628512.1
ASM15162v1	na	NW_004597621.1	BABH01074120.1	GPS_001628513.1
ASM15162v1	na	NW_004597622.1	BABH01074119.1	GPS_001628514.1
ASM15162v1	na	NW_004597623.1	BABH01074118.1	GPS_001628515.1
ASM15162v1	na	NW_004597624.1	BABH01074117.1	GPS_001628516.1
ASM15162v1	na	NW_004597625.1	BABH01074116.1	GPS_001628517.1
ASM15162v1	na	NW_004597626.1	BABH01074115.1	GPS_001628518.1
ASM15162v1	na	NW_004597627.1	BABH01074114.1	GPS_001628519.1
ASM15162v1	na	NW_004597628.1	BABH01074113.1	GPS_001628520.1
ASM15162v1	na	NW_004597629.1	BABH01074112.1	GPS_001628521.1
ASM15162v1	na	NW_004597630.1	BABH01074111.1	GPS_001628522.1
ASM15162v1	na	NW_004597631.1	BABH01074110.1	GPS_001628523.1
ASM15162v1	na	NW_004597632.1	BABH01074109.1	GPS_001628524.1
ASM15162v1	na	NW_004597633.1	BABH01074108.1	GPS_001628525.1
ASM15162v1	na	NW_004597634.1	BABH01074107.1	GPS_001628526.1
ASM15162v1	na	NW_004597635.1	BABH01074106.1	GPS_001628527.1
ASM15162v1	na	NW_004597636.1	BABH01074105.1	GPS_001628528.1
ASM15162v1	na	NW_004597637.1	BABH01074104.1	GPS_001628529.1
ASM15162v1	na	NW_004597638.1	BABH01074103.1	GPS_001628530.1
ASM15162v1	na	NW_004597639.1	BABH01074102.1	GPS_001628531.1
ASM15162v1	na	NW_004597640.1	BABH01074101.1	GPS_001628532.1
ASM15162v1	na	NW_004597641.1	BABH01074100.1	GPS_001628533.1
ASM15162v1	na	NW_004597642.1	BABH01074099.1	GPS_001628534.1
ASM15162v1	na	NW_004597643.1	BABH01074098.1	GPS_001628535.1
ASM15162v1	na	NW_004597644.1	BABH01074097.1	GPS_001628536.1
ASM15162v1	na	NW_004597645.1	BABH01074096.1	GPS_001628537.1
ASM15162v1	na	NW_004597646.1	BABH01074095.1	GPS_001628538.1
ASM15162v1	na	NW_004597647.1	BABH01074094.1	GPS_001628539.1
ASM15162v1	na	NW_004597648.1	BABH01074093.1	GPS_001628540.1
ASM15162v1	na	NW_004597649.1	BABH01074092.1	GPS_001628541.1
ASM15162v1	na	NW_004597650.1	BABH01074091.1	GPS_001628542.1
ASM15162v1	na	NW_004597651.1	BABH01074090.1	GPS_001628543.1
ASM15162v1	na	NW_004597652.1	BABH01074089.1	GPS_001628544.1
ASM15162v1	na	NW_004597653.1	BABH01074088.1	GPS_001628545.1
ASM15162v1	na	NW_004597654.1	BABH01074087.1	GPS_001628546.1
ASM15162v1	na	NW_004597655.1	BABH01074086.1	GPS_001628547.1
ASM15162v1	na	NW_004597656.1	BABH01074085.1	GPS_001628548.1
ASM15162v1	na	NW_004597657.1	BABH01074084.1	GPS_001628549.1
ASM15162v1	na	NW_004597658.1	BABH01074083.1	GPS_001628550.1
ASM15162v1	na	NW_004597659.1	BABH01074082.1	GPS_001628551.1
ASM15162v1	na	NW_004597660.1	BABH01074081.1	GPS_001628552.1
ASM15162v1	na	NW_004597661.1	BABH01074080.1	GPS_001628553.1
ASM15162v1	na	NW_004597662.1	BABH01074079.1	GPS_001628554.1
ASM15162v1	na	NW_004597663.1	BABH01074078.1	GPS_001628555.1
ASM15162v1	na	NW_004597664.1	BABH01074077.1	GPS_001628556.1
ASM15162v1	na	NW_004597665.1	BABH01074076.1	GPS_001628557.1
ASM15162v1	na	NW_004597666.1	BABH01074075.1	GPS_001628558.1
ASM15162v1	na	NW_004597667.1	BABH01074074.1	GPS_001628559.1
ASM15162v1	na	NW_004597668.1	BABH01074073.1	GPS_001628560.1
ASM15162v1	na	NW_004597669.1	BABH01074072.1	GPS_001628561.1
ASM15162v1	na	NW_004597670.1	BABH01074071.1	GPS_001628562.1
ASM15162v1	na	NW_004597671.1	BABH01074070.1	GPS_001628563.1
ASM15162v1	na	NW_004597672.1	BABH01074069.1	GPS_001628564.1
ASM15162v1	na	NW_004597673.1	BABH01074068.1	GPS_001628565.1
ASM15162v1	na	NW_004597674.1	BABH01074067.1	GPS_001628566.1
ASM15162v1	na	NW_004597675.1	BABH01074066.1	GPS_001628567.1
ASM15162v1	na	NW_004597676.1	BABH01074065.1	GPS_001628568.1
ASM15162v1	na	NW_004597677.1	BABH01074064.1	GPS_001628569.1
ASM15162v1	na	NW_004597678.1	BABH01074063.1	GPS_001628570.1
ASM15162v1	na	NW_004597679.1	BABH01074062.1	GPS_001628571.1
ASM15162v1	na	NW_004597680.1	BABH01074061.1	GPS_001628572.1
ASM15162v1	na	NW_004597681.1	BABH01074060.1	GPS_001628573.1
ASM15162v1	na	NW_004597682.1	BABH01074059.1	GPS_001628574.1
ASM15162v1	na	NW_004597683.1	BABH01074058.1	GPS_001628575.1
ASM15162v1	na	NW_004597684.1	BABH01074057.1	GPS_001628576.1
ASM15162v1	na	NW_004597685.1	BABH01074056.1	GPS_001628577.1
ASM15162v1	na	NW_004597686.1	BABH01074055.1	GPS_001628578.1
ASM15162v1	na	NW_004597687.1	BABH01074054.1	GPS_001628579.1
ASM15162v1	na	NW_004597688.1	BABH01074053.1	GPS_001628580.1
ASM15162v1	na	NW_004597689.1	BABH01074052.1	GPS_001628581.1
ASM15162v1	na	NW_004597690.1	BABH01074051.1	GPS_001628582.1
ASM15162v1	na	NW_004597691.1	BABH01074050.1	GPS_001628583.1
ASM15162v1	na	NW_004597692.1	BABH01074049.1	GPS_001628584.1
ASM15162v1	na	NW_004597693.1	BABH01074048.1	GPS_001628585.1
ASM15162v1	na	NW_004597694.1	BABH01074047.1	GPS_001628586.1
ASM15162v1	na	NW_004597695.1	BABH01074046.1	GPS_001628587.1
ASM15162v1	na	NW_004597696.1	BABH01074045.1	GPS_001628588.1
ASM15162v1	na	NW_004597697.1	BABH01074044.1	GPS_001628589.1
ASM15162v1	na	NW_004597698.1	BABH01074043.1	GPS_001628590.1
ASM15162v1	na	NW_004597699.1	BABH01074042.1	GPS_001628591.1
ASM15162v1	na	NW_004597700.1	BABH01074041.1	GPS_001628592.1
ASM15162v1	na	NW_004597701.1	BABH01074040.1	GPS_001628593.1
ASM15162v1	na	NW_004597702.1	BABH01074039.1	GPS_001628594.1
ASM15162v1	na	NW_004597703.1	BABH01074038.1	GPS_001628595.1
ASM15162v1	na	NW_004597704.1	BABH01074037.1	GPS_001628596.1
ASM15162v1	na	NW_004597705.1	BABH01074036.1	GPS_001628597.1
ASM15162v1	na	NW_004597706.1	BABH01074035.1	GPS_001628598.1
ASM15162v1	na	NW_004597707.1	BABH01074034.1	GPS_001628599.1
ASM15162v1	na	NW_004597708.1	BABH01074033.1	GPS_001628600.1
ASM15162v1	na	NW_004597709.1	BABH01074032.1	GPS_001628601.1
ASM15162v1	na	NW_004597710.1	BABH01074031.1	GPS_001628602.1
ASM15162v1	na	NW_004597711.1	BABH01074030.1	GPS_001628603.1
ASM15162v1	na	NW_004597712.1	BABH01074029.1	GPS_001628604.1
ASM15162v1	na	NW_004597713.1	BABH01074028.1	GPS_001628605.1
ASM15162v1	na	NW_004597714.1	BABH01074027.1	GPS_001628606.1
ASM15162v1	na	NW_004597715.1	BABH01074026.1	GPS_001628607.1
ASM15162v1	na	NW_004597716.1	BABH01074025.1	GPS_001628608.1
ASM15162v1	na	NW_004597717.1	BABH01074024.1	GPS_001628609.1
ASM15162v1	na	NW_004597718.1	BABH01074023.1	GPS_001628610.1
ASM15162v1	na	NW_004597719.1	BABH01074022.1	GPS_001628611.1
ASM15162v1	na	NW_004597720.1	BABH01074021.1	GPS_001628612.1
ASM15162v1	na	NW_004597721.1	BABH01074020.1	GPS_001628613.1
ASM15162v1	na	NW_004597722.1	BABH01074019.1	GPS_001628614.1
ASM15162v1	na	NW_004597723.1	BABH01074018.1	GPS_001628615.1
ASM15162v1	na	NW_004597724.1	BABH01074017.1	GPS_001628616.1
ASM15162v1	na	NW_004597725.1	BABH01074016.1	GPS_001628617.1
ASM15162v1	na	NW_004597726.1	BABH01074015.1	GPS_001628618.1
ASM15162v1	na	NW_004597727.1	BABH01074014.1	GPS_001628619.1
ASM15162v1	na	NW_004597728.1	BABH01074013.1	GPS_001628620.1
ASM15162v1	na	NW_004597729.1	BABH01074012.1	GPS_001628621.1
ASM15162v1	na	NW_004597730.1	BABH01074011.1	GPS_001628622.1
ASM15162v1	na	NW_004597731.1	BABH01074010.1	GPS_001628623.1
ASM15162v1	na	NW_004597732.1	BABH01074009.1	GPS_001628624.1
ASM15162v1	na	NW_004597733.1	BABH01074008.1	GPS_001628625.1
ASM15162v1	na	NW_004597734.1	BABH01074007.1	GPS_001628626.1
ASM15162v1	na	NW_004597735.1	BABH01074006.1	GPS_001628627.1
ASM15162v1	na	NW_004597736.1	BABH01074005.1	GPS_001628628.1
ASM15162v1	na	NW_004597737.1	BABH01074004.1	GPS_001628629.1
ASM15162v1	na	NW_004597738.1	BABH01074003.1	GPS_001628630.1
ASM15162v1	na	NW_004597739.1	BABH01074002.1	GPS_001628631.1
ASM15162v1	na	NW_004597740.1	BABH01074001.1	GPS_001628632.1
ASM15162v1	na	NW_004597741.1	BABH01074000.1	GPS_001628633.1
ASM15162v1	na	NW_004597742.1	BABH01073999.1	GPS_001628634.1
ASM15162v1	na	NW_004597743.1	BABH01073998.1	GPS_001628635.1
ASM15162v1	na	NW_004597744.1	BABH01073997.1	GPS_001628636.1
ASM15162v1	na	NW_004597745.1	BABH01073996.1	GPS_001628637.1
ASM15162v1	na	NW_004597746.1	BABH01073995.1	GPS_001628638.1
ASM15162v1	na	NW_004597747.1	BABH01073994.1	GPS_001628639.1
ASM15162v1	na	NW_004597748.1	BABH01073993.1	GPS_001628640.1
ASM15162v1	na	NW_004597749.1	BABH01073992.1	GPS_001628641.1
ASM15162v1	na	NW_004597750.1	BABH01073991.1	GPS_001628642.1
ASM15162v1	na	NW_004597751.1	BABH01073990.1	GPS_001628643.1
ASM15162v1	na	NW_004597752.1	BABH01073989.1	GPS_001628644.1
ASM15162v1	na	NW_004597753.1	BABH01073988.1	GPS_001628645.1
ASM15162v1	na	NW_004597754.1	BABH01073987.1	GPS_001628646.1
ASM15162v1	na	NW_004597755.1	BABH01073986.1	GPS_001628647.1
ASM15162v1	na	NW_004597756.1	BABH01073985.1	GPS_001628648.1
ASM15162v1	na	NW_004597757.1	BABH01073984.1	GPS_001628649.1
ASM15162v1	na	NW_004597758.1	BABH01073983.1	GPS_001628650.1
ASM15162v1	na	NW_004597759.1	BABH01073982.1	GPS_001628651.1
ASM15162v1	na	NW_004597760.1	BABH01073981.1	GPS_001628652.1
ASM15162v1	na	NW_004597761.1	BABH01073980.1	GPS_001628653.1
ASM15162v1	na	NW_004597762.1	BABH01073979.1	GPS_001628654.1
ASM15162v1	na	NW_004597763.1	BABH01073978.1	GPS_001628655.1
ASM15162v1	na	NW_004597764.1	BABH01073977.1	GPS_001628656.1
ASM15162v1	na	NW_004597765.1	BABH01073976.1	GPS_001628657.1
ASM15162v1	na	NW_004597766.1	BABH01073975.1	GPS_001628658.1
ASM15162v1	na	NW_004597767.1	BABH01073974.1	GPS_001628659.1
ASM15162v1	na	NW_004597768.1	BABH01073973.1	GPS_001628660.1
ASM15162v1	na	NW_004597769.1	BABH01073972.1	GPS_001628661.1
ASM15162v1	na	NW_004597770.1	BABH01073971.1	GPS_001628662.1
ASM15162v1	na	NW_004597771.1	BABH01073970.1	GPS_001628663.1
ASM15162v1	na	NW_004597772.1	BABH01073969.1	GPS_001628664.1
ASM15162v1	na	NW_004597773.1	BABH01073968.1	GPS_001628665.1
ASM15162v1	na	NW_004597774.1	BABH01073967.1	GPS_001628666.1
ASM15162v1	na	NW_004597775.1	BABH01073966.1	GPS_001628667.1
ASM15162v1	na	NW_004597776.1	BABH01073965.1	GPS_001628668.1
ASM15162v1	na	NW_004597777.1	BABH01073964.1	GPS_001628669.1
ASM15162v1	na	NW_004597778.1	BABH01073963.1	GPS_001628670.1
ASM15162v1	na	NW_004597779.1	BABH01073962.1	GPS_001628671.1
ASM15162v1	na	NW_004597780.1	BABH01073961.1	GPS_001628672.1
ASM15162v1	na	NW_004597781.1	BABH01073960.1	GPS_001628673.1
ASM15162v1	na	NW_004597782.1	BABH01073959.1	GPS_001628674.1
ASM15162v1	na	NW_004597783.1	BABH01073958.1	GPS_001628675.1
ASM15162v1	na	NW_004597784.1	BABH01073957.1	GPS_001628676.1
ASM15162v1	na	NW_004597785.1	BABH01073956.1	GPS_001628677.1
ASM15162v1	na	NW_004597786.1	BABH01073955.1	GPS_001628678.1
ASM15162v1	na	NW_004597787.1	BABH01073954.1	GPS_001628679.1
ASM15162v1	na	NW_004597788.1	BABH01073953.1	GPS_001628680.1
ASM15162v1	na	NW_004597789.1	BABH01073952.1	GPS_001628681.1
ASM15162v1	na	NW_004597790.1	BABH01073951.1	GPS_001628682.1
ASM15162v1	na	NW_004597791.1	BABH01073950.1	GPS_001628683.1
ASM15162v1	na	NW_004597792.1	BABH01073949.1	GPS_001628684.1
